Symbol,Date,RS,RM,Sector,symbol,name,price,volume,%chg
AARTI,2022-03-02,102.13918750574244,105.54014441430516,PHARMA,AARTIIND.NS,Aarti Industries Limited,535.50,478481,-0.53
CIPLA,2022-03-02,99.95835179040344,103.67718233038585,PHARMA,CIPLA.NS,Cipla Limited,898.35,172171,0.54
PFIZER,2022-03-02,102.28333964296716,107.54412955941723,PHARMA,PFIZER.NS,Pfizer Limited,3622.65,1653,-0.90
SUN,2022-03-02,98.92677782856943,104.04487331545462,PHARMA,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,1013.65,272482,0.10
AJANTA,2022-03-02,100.75079561199736,104.11406951748495,PHARMA,AJANTPHARM.NS,Ajanta Pharma Limited,1290.85,175218,1.46
AARTI,2022-03-03,102.03970155200417,104.94133597536894,PHARMA
CIPLA,2022-03-03,100.28035885254947,104.18139945304954,PHARMA
PFIZER,2022-03-03,102.01944914737852,104.400525717675,PHARMA
SUN,2022-03-03,99.06369054857295,102.58196531157338,PHARMA
AJANTA,2022-03-03,100.78598355693494,104.25861245972408,PHARMA
AARTI,2022-03-04,102.08629867048666,104.30766776101576,PHARMA
CIPLA,2022-03-04,100.47548574623907,102.5965682477109,PHARMA
PFIZER,2022-03-04,102.3669854085504,105.52963568279796,PHARMA
SUN,2022-03-04,99.61955548819878,103.36129794599648,PHARMA
AJANTA,2022-03-04,100.77594575891575,102.95631629933969,PHARMA
AARTI,2022-03-07,102.28792865066796,105.61125694800408,PHARMA
CIPLA,2022-03-07,101.0749409727847,103.53057075101982,PHARMA
PFIZER,2022-03-07,102.49474765935884,104.65378407689155,PHARMA
SUN,2022-03-07,99.95375938786411,102.27703179831268,PHARMA
AJANTA,2022-03-07,101.17492248307452,104.2554165635083,PHARMA
AARTI,2022-03-08,102.17094660358511,104.708812008433,PHARMA
CIPLA,2022-03-08,101.43809603469363,105.5328903627217,PHARMA
PFIZER,2022-03-08,102.79419759668968,107.16792383669559,PHARMA
SUN,2022-03-08,100.60314094556922,104.92823172015915,PHARMA
AJANTA,2022-03-08,101.16584959708317,104.65125718298616,PHARMA
AARTI,2022-03-09,102.27447753333837,104.98462485185485,PHARMA
CIPLA,2022-03-09,101.29026794706155,105.62341243501153,PHARMA
PFIZER,2022-03-09,102.60224710065901,108.18569034303663,PHARMA
SUN,2022-03-09,100.48730654950377,105.58783597200814,PHARMA
AJANTA,2022-03-09,101.03262906188385,104.60319947247726,PHARMA
AARTI,2022-03-10,102.31058994251319,104.88351697952373,PHARMA
CIPLA,2022-03-10,101.11965082982407,101.12657461328442,PHARMA
PFIZER,2022-03-10,102.21307745726034,104.73430088156388,PHARMA
SUN,2022-03-10,100.18220574342125,101.83800709488641,PHARMA
AJANTA,2022-03-10,100.91462033429879,105.23415660072024,PHARMA
AARTI,2022-03-11,102.37146633241083,107.46069042547585,PHARMA
CIPLA,2022-03-11,102.10295711938308,105.6716281113786,PHARMA
PFIZER,2022-03-11,102.49595538934727,109.39249368949478,PHARMA
SUN,2022-03-11,100.96108656232025,106.51436345328091,PHARMA
AJANTA,2022-03-11,100.59992084174092,103.81664696826725,PHARMA
AARTI,2022-03-14,101.80482665662933,105.45681152580447,PHARMA
CIPLA,2022-03-14,101.91862397499975,102.70687408756037,PHARMA
PFIZER,2022-03-14,101.87414120287154,104.59708456353584,PHARMA
SUN,2022-03-14,100.38845806099583,103.609966773554,PHARMA
AJANTA,2022-03-14,100.72809711135064,103.23569974456355,PHARMA
AARTI,2022-03-15,101.7259107529554,105.5064930765187,PHARMA
CIPLA,2022-03-15,102.49806373715096,107.16486238050163,PHARMA
PFIZER,2022-03-15,102.18283450355602,108.86072209658285,PHARMA
SUN,2022-03-15,100.65317900581252,106.18969423161863,PHARMA
AJANTA,2022-03-15,101.03890042940039,103.1422804155663,PHARMA
AARTI,2022-03-16,101.63499508129627,105.34932042631966,PHARMA
CIPLA,2022-03-16,101.9306301159504,106.75731097573106,PHARMA
PFIZER,2022-03-16,101.66516663797681,106.88104538172227,PHARMA
SUN,2022-03-16,100.17509441751538,104.00977644651272,PHARMA
AJANTA,2022-03-16,101.3801562282102,102.3378995279943,PHARMA
AARTI,2022-03-17,101.58229236974141,104.93289680657787,PHARMA
CIPLA,2022-03-17,101.46984343208791,104.13007148360323,PHARMA
PFIZER,2022-03-17,101.53064389723905,103.08520994009272,PHARMA
SUN,2022-03-17,100.32385241769768,103.57216432749222,PHARMA
AJANTA,2022-03-17,101.97808833676467,104.01828329814245,PHARMA
AARTI,2022-03-21,101.63073178354901,105.80668654897505,PHARMA
CIPLA,2022-03-21,101.68044591053624,106.973435969589,PHARMA
PFIZER,2022-03-21,102.13300348067948,108.529817588554,PHARMA
SUN,2022-03-21,100.59934418905749,105.3983343270001,PHARMA
AJANTA,2022-03-21,102.04406065389446,104.62949019009807,PHARMA
AARTI,2022-03-22,101.46715369335223,105.63483854619139,PHARMA
CIPLA,2022-03-22,101.1660095404641,105.90590974400415,PHARMA
PFIZER,2022-03-22,101.6792858263098,105.7225825464031,PHARMA
SUN,2022-03-22,100.34830437527519,105.34819572229465,PHARMA
AJANTA,2022-03-22,101.91656175533127,103.47704978585497,PHARMA
AARTI,2022-03-23,101.3454039596953,105.74955039712212,PHARMA
CIPLA,2022-03-23,100.92396563736116,103.87131203079832,PHARMA
PFIZER,2022-03-23,101.76877968179355,105.52512204710193,PHARMA
SUN,2022-03-23,100.11225848229785,103.73689301945392,PHARMA
AJANTA,2022-03-23,102.15425357740632,103.33968249184058,PHARMA
